name,prompt,negative_prompt
"Aesthetic | Nocturnalcore","nocturnalcore aesthetic, night imagery, nocturnal animals, night-focused, nocturnal aesthetics, nocturnal culture, nocturnal lifestyle, night-themed, nocturnal appreciation, nocturnal-centric, night-focused, nocturnal lifestyle","diurnal, daytime, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Noisecore","noisecore aesthetic, noise imagery, audio noise, noise culture, noise aesthetics, noise lifestyle, noise-themed, noise-focused, noise appreciation, noise-centric, audio-focused, noise lifestyle","quiet, silent, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Nu-Goth","nu-goth aesthetic, modern gothic style, minimalist dark fashion, subtle occult symbolism, contemporary alternative culture, sleek black aesthetics, refined melancholy, sophisticated darkness, elegant and mysterious","colorful, cheerful, mainstream, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Obesitycore","obesitycore aesthetic, obesity imagery, overweight-focused, obesity appreciation, obesity aesthetics, obesity culture, obesity lifestyle, obesity-themed, obesity appreciation, obesity-centric, overweight-focused, obesity lifestyle","thin, fitness, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Officecore","officecore aesthetic, office imagery, workplace-focused, office culture, office aesthetics, office lifestyle, work environment, office-themed, office appreciation, office-centric, workplace-focused, office lifestyle","outdoor, natural, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Oilcore","oilcore aesthetic, oil imagery, petroleum-focused, oil culture, oil aesthetics, oil lifestyle, petroleum-themed, oil appreciation, oil-centric, oil-focused, petroleum appreciation, oil lifestyle","water-based, natural, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Ottercore","ottercore aesthetic, otter imagery, aquatic mammals, river and sea life, playful water creatures, otter accessories, water and play, otter habitats, aquatic beauty, otter appreciation, water-based lifestyle, otter culture","land-based, desert, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Overcastcore","overcast core aesthetic, cloudy sky imagery, gray blanket coverage, diffused light, muted atmosphere, soft even lighting, subdued mood, gentle gloom, uniform cloud cover, calm obscurity, peaceful grayness, soft atmospheric conditions","clear, sunny, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, bright, vibrant"
"Aesthetic | Overgrown","overgrown aesthetic, overgrown imagery, nature reclaiming, vegetation takeover, wild growth, overgrown aesthetics, overgrown culture, overgrown lifestyle, nature reclaiming-themed, overgrown-focused, overgrown appreciation, overgrown-centric","tidy, manicured, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Palecore","palecore aesthetic, pale imagery, light skin tones, pale aesthetics, pale culture, pale lifestyle, pale-themed, pale-focused, pale appreciation, pale-centric, light-toned, pale environment","dark, tanned, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Pastel Goth","pastel goth aesthetic, soft pastel colors with gothic elements, lavender pink mint with black lace, cute spooky motifs, kawaii horror, gentle darkness, romantic melancholy, whimsical macabre, dreamy and eerie, skull hearts bats in pastels, delicate gothic jewelry","bright cheerful corporate, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Pastel Goth Expanded","pastel goth aesthetic expanded, soft pastel colors with gothic elements, cute spooky motifs, lavender and mint with black lace, kawaii horror, gentle darkness, romantic melancholy, whimsical macabre, dreamy and eerie","bright cheerful, corporate, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Patrioticcore","patrioticcore aesthetic, patriotic imagery, flag-focused, patriotism appreciation, patriotic aesthetics, patriotic culture, patriotic lifestyle, patriotic-themed, patriotic appreciation, patriotic-centric, flag-focused, patriotic lifestyle","anti-national, cosmopolitan, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Peacockcore","peacockcore aesthetic, peacock imagery, colorful birds, feather appreciation, peacock culture, peacock aesthetics, peacock lifestyle, peacock-themed, peacock appreciation, peacock-centric, colorful and ornate, peacock environment","dull, monochrome, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Peoplehoodcore","peoplehoodcore aesthetic, people imagery, community-focused, people appreciation, peoplehood aesthetics, peoplehood culture, peoplehood lifestyle, peoplehood-themed, peoplehood appreciation, peoplehood-centric, community-focused, peoplehood lifestyle","individualistic, antisocial, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Perfumecore","perfumecore aesthetic, perfume imagery, fragrance-focused, perfume appreciation, perfume aesthetics, perfume culture, perfume lifestyle, fragrance-themed, fragrance appreciation, perfume-centric, scent-focused, perfume lifestyle","odorless, unscented, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Persimmoncore","persimmoncore aesthetic, persimmon imagery, fruit-focused, persimmon culture, persimmon aesthetics, persimmon lifestyle, fruit-themed, persimmon appreciation, persimmon-centric, persimmon-focused, fruit appreciation, persimmon lifestyle","non-fruit, savory, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Petcore","petcore aesthetic, pet imagery, animal companions, pet-focused, pet appreciation, pet aesthetics, pet culture, pet lifestyle, animal companion-themed, pet appreciation, pet-centric, animal-focused","wild, untamed, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Phoenixcore","phoenixcore aesthetic, phoenix imagery, rebirth symbolism, firebird, rising from ashes, phoenix culture, phoenix aesthetics, phoenix lifestyle, phoenix-themed, phoenix appreciation, phoenix-centric, rebirth-focused, phoenix lifestyle","death, stagnation, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Picniccore","picniccore aesthetic, picnic imagery, outdoor dining, picnic culture, picnic aesthetics, picnic lifestyle, outdoor dining, picnic-themed, picnic appreciation, picnic-centric, outdoor-focused, picnic environment","indoor, formal dining, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Pixel Art","pixel art style, pixelated design, flat, uses pixelated graphics reminiscent of classic video games, charming simplicity, intricate detailing despite limited resolution","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, JPEG artifacts"
"Aesthetic | Pixel Art Retro","pixel art retro gaming aesthetic, 8-bit and 16-bit visuals, nostalgic arcade vibes, limited color palettes, blocky sprites, chiptune culture, classic gaming nostalgia, CRT scanlines, dithering effects, simple yet charming graphics, indie game revival, retrofuturism, vintage gaming hardware","photorealistic, 3D render, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, modern, HD"
"Aesthetic | Plantcore","plantcore aesthetic, houseplant and botanical imagery, lush greenery, indoor jungle vibes, terracotta pots, macrame hangers, natural lighting, peaceful domestic nature, plant parent culture, growth and care, calming green sanctuary","barren, dry, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Plasticsurgerycore","plasticsurgerycore aesthetic, plastic surgery imagery, cosmetic procedure-focused, plastic surgery culture, plastic surgery aesthetics, plastic surgery lifestyle, cosmetic procedure-themed, plastic surgery appreciation, plastic surgery-centric, plastic surgery-focused, cosmetic procedure appreciation, plastic surgery lifestyle","natural, unaltered, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Pop Art","Pop art style, vibrant colors, bold outlines, use of popular culture imagery, iconic and recognizable, consumerism and mass media","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, JPEG artifacts"
"Aesthetic | Poolcore","poolcore aesthetic, surreal swimming pool imagery, bright blue water, geometric tile patterns, liminal pool spaces, sun-drenched and dreamlike, nostalgic summer vibes, minimalist composition, tranquil yet unsettling, aquatic liminality","crowded, dark, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Poolcore Expanded","poolcore aesthetic expanded, surreal swimming pool imagery, bright blue water, geometric tile patterns, liminal pool spaces, sun-drenched and dreamlike, nostalgic summer vibes, minimalist composition, tranquil yet unsettling, aquatic liminality, diving boards, pool noodles, chlorine scent, underwater light rays","crowded, dark, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Positivitycore","positivitycore aesthetic, positive imagery, optimistic-focused, positivity appreciation, positive aesthetics, positive culture, positive lifestyle, positive-themed, positivity appreciation, positivity-centric, optimistic-focused, positive lifestyle","negative, pessimistic, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Post-punk","post-punk aesthetic, angular and experimental, dark and moody, art school influence, minimalist basslines, jagged guitars, intellectual and artistic, urban alienation, DIY ethic, new wave adjacent, atmospheric and tense, cultural commentary","mainstream, polished, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Povertycore","povertycore aesthetic, poverty imagery, economic hardship-focused, poverty culture, poverty aesthetics, poverty lifestyle, economic struggle-themed, poverty appreciation, poverty-centric, poverty-focused, economic hardship appreciation, poverty lifestyle","wealthy, affluent, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Prismcore","prismcore aesthetic, prism imagery, light refraction, prism-focused, prism appreciation, prismatic aesthetics, light refraction culture, prism lifestyle, light refraction-themed, prism appreciation, prism-centric, light refraction lifestyle","monochrome, flat, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Psychedelic","Psychedelic art style, vibrant and surreal imagery, kaleidoscopic patterns, intense colors, mind-expanding and hallucinatory, reflects the psychedelic experience and counterculture movement","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Psychonautcore","psychonautcore aesthetic, psychonaut imagery, consciousness exploration, psychonaut culture, psychonaut aesthetics, psychonaut lifestyle, consciousness exploration-themed, psychonaut appreciation, psychonaut-centric, psychonaut-focused, consciousness exploration appreciation, psychonaut lifestyle","conventional, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Punk Rock","punk rock aesthetic, raw and rebellious, DIY ethic, fast and aggressive, anti-establishment, stripped-down sound, mohawks and leather jackets, political activism, garage rock influence, energetic and chaotic, counterculture movement, three chords","polished, commercial, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Queercore","queercore aesthetic, queer imagery, LGBTQ+ focused, queer appreciation, queer aesthetics, queer culture, queer lifestyle, queer-themed, queer appreciation, queer-centric, LGBTQ+-focused, queer lifestyle","heteronormative, straight, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Raincore","raincore aesthetic, melancholic rainy scenes, droplet textures, gray and blue tones, reflective puddles, cozy indoor vibes, gentle sadness, atmospheric mist, soothing rhythms, nostalgic weather, peaceful introspection","sunny, bright, cheerful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Raincore Expanded","raincore aesthetic expanded, melancholic rainy scenes, droplet textures, gray and blue tones, reflective puddles, cozy indoor vibes, gentle sadness, atmospheric mist, soothing rhythms, nostalgic weather, peaceful introspection, window rain, umbrella walks, petrichor, storm sounds, rainy day reading","sunny, bright, cheerful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Ramencore","ramencore aesthetic, ramen imagery, noodle-focused, ramen culture, ramen aesthetics, ramen lifestyle, noodle-themed, ramen appreciation, ramen-centric, ramen-focused, noodle appreciation, ramen lifestyle","non-noodle, pizza, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Randomcore","randomcore aesthetic, random imagery, chaotic-focused, random appreciation, random aesthetics, random culture, random lifestyle, random-themed, random appreciation, random-centric, chaotic-focused, random lifestyle","organized, structured, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Relativismcore","relativismcore aesthetic, relativism imagery, relative-focused, relativism appreciation, relativistic aesthetics, relativism culture, relativistic lifestyle, relativism-themed, relativism appreciation, relativism-centric, relative-focused, relativistic lifestyle","absolute, fixed, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Richcore","richcore aesthetic, wealthy imagery, luxury-focused, wealth appreciation, rich aesthetics, rich culture, wealthy lifestyle, wealth-themed, wealth appreciation, wealth-centric, luxury-focused, wealthy lifestyle","poor, modest, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Riotgrrrlcore","riotgrrrlcore aesthetic, riot grrrl imagery, feminist punk, riot grrrl culture, riot grrrl aesthetics, riot grrrl lifestyle, feminist punk-themed, riot grrrl appreciation, riot grrrl-centric, riot grrrl-focused, feminist punk appreciation, riot grrrl lifestyle","conservative, mainstream, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Robotcore","robotcore aesthetic, robot imagery, mechanical beings, robot culture, robot aesthetics, robot lifestyle, mechanical-themed, robot appreciation, robot-centric, robot-focused, mechanical appreciation, robot lifestyle","organic, human, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Rock","rock aesthetic, rock imagery, rock music, rock culture, rock aesthetics, rock lifestyle, rock-themed, rock-focused, rock appreciation, rock-centric, rock music appreciation, rock lifestyle","pop, soft, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Romantic Academia","romantic academia aesthetic, romantic scholarly, emotional academic, romantic academic, romantic academia culture, romantic academia aesthetics, romantic academia lifestyle, romantic academic-themed, romantic academia-focused, romantic academic appreciation, romantic academia-centric","strict, cold, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Rosecore","rosecore aesthetic, rose imagery, floral-focused, rose appreciation, rose aesthetics, rose culture, rose lifestyle, rose-themed, rose appreciation, rose-centric, floral-focused, rose lifestyle","non-floral, artificial, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Ruincore","ruincore aesthetic, abandoned and decaying architecture, overgrown structures, nostalgic decay, melancholic beauty, historical layers, weathered textures, nature reclaiming, poetic impermanence, exploration vibes, romantic ruins","pristine, new, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Ruincore Expanded","ruin core aesthetic expanded, architectural ruins imagery, decayed structures, ancient remnants, historical decay, abandoned buildings, weathered stones, nature reclaiming, archaeological sites, forgotten places, romantic ruins, historical layers, time's passage, crumbling walls, overgrown structures, melancholic beauty","pristine, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, new, restored"
"Aesthetic | Rustcore","rustcore aesthetic, rusty imagery, oxidized metal, rust-focused, rust appreciation, rusty aesthetics, rust culture, rusty lifestyle, oxidation-themed, rust appreciation, rust-centric, rusty lifestyle","pristine, clean, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Sadcore","sadcore aesthetic, melancholic and introspective imagery, muted pastel tones, rainy atmospheres, lonely scenes, emotional vulnerability, soft focus, poetic sadness, gentle despair, contemplative mood, beautiful sorrow","cheerful, vibrant, energetic, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Sadcore Expanded","sadcore aesthetic expanded, melancholic and introspective imagery, muted pastel tones, rainy atmospheres, lonely scenes, emotional vulnerability, soft focus, poetic sadness, gentle despair, contemplative mood, beautiful sorrow, tear-stained windows, empty rooms, handwritten letters, fading photographs, quiet reflection","cheerful, vibrant, energetic, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, happy, bright"
"Aesthetic | Saturncore","saturncore aesthetic, saturn imagery, planetary-focused, saturn appreciation, saturn aesthetics, saturn culture, saturn lifestyle, planetary-themed, planetary appreciation, planetary-centric, space-focused, saturn lifestyle","earthly, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Scamcore","scamcore aesthetic, scam imagery, fraud-focused, scam appreciation, scam aesthetics, scam culture, scam lifestyle, fraud-themed, fraud appreciation, fraud-centric, scam-focused, scam lifestyle","legitimate, honest, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Schoolcore","schoolcore aesthetic, school imagery, educational-focused, school appreciation, school aesthetics, school culture, school lifestyle, educational-themed, school appreciation, school-centric, education-focused, school lifestyle","dropout, unschooled, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Sci-Fi","Sci-Fi Inspired fashion style, draws inspiration from science fiction movies, and futurism, features futuristic silhouettes,  and avant-garde designs, promotes imagination and innovation in fashion, explores concepts of technology","signature, watermark, low quality, JPEG artifacts, off-center, deformed, cropped, worst quality"
"Aesthetic | Seapunk","seapunk aesthetic, aquatic and oceanic themes, teal and purple color palette, dolphin and sea creature imagery, 90s internet graphics, wave patterns, tropical vibes, cyber-oceanic fusion, playful and nostalgic","desert, urban, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Shellcore","shellcore aesthetic, seashell and marine imagery, beachcombing vibes, soft ocean tones, spiral patterns, coastal nostalgia, natural textures, peaceful seaside atmosphere, collection aesthetic, gentle waves, salt and sand","urban, forest, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Shopliftingcore","shopliftingcore aesthetic, shoplifting imagery, theft-focused, shoplifting appreciation, shoplifting aesthetics, shoplifting culture, shoplifting lifestyle, theft-themed, theft appreciation, theft-centric, shoplifting-focused, shoplifting lifestyle","law-abiding, honest, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Sickcore","sickcore aesthetic, illness imagery, sick-focused, sickness appreciation, sick aesthetics, sick culture, sick lifestyle, illness-themed, sickness appreciation, sickness-centric, sick-focused, sick lifestyle","healthy, wellness, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Skullcore","skullcore aesthetic, skull imagery, death-focused, skull appreciation, skull aesthetics, skull culture, skull lifestyle, death-themed, death appreciation, death-centric, skull-focused, skull lifestyle","life, living, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Sleepcore","sleepcore aesthetic, sleeping imagery, rest-focused, sleep appreciation, sleep aesthetics, sleep culture, sleep lifestyle, rest-themed, rest appreciation, rest-centric, sleep-focused, sleep lifestyle","awake, active, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Smellcore","smellcore aesthetic, smell imagery, olfactory-focused, smell appreciation, smell aesthetics, smell culture, smell lifestyle, olfactory-themed, olfactory appreciation, olfactory-centric, smell-focused, smell lifestyle","odorless, scentless, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Smokecore","smokecore aesthetic, smoke imagery, smoking-focused, smoke appreciation, smoky aesthetics, smoke culture, smoky lifestyle, smoke-themed, smoke appreciation, smoke-centric, smoking-focused, smoky lifestyle","clean air, nonsmoking, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Snowcore","snowcore aesthetic, winter wonderland imagery, pristine white snow, crystalline textures, soft diffused light, cozy warmth contrast, peaceful quiet, frost patterns, serene cold beauty, nostalgic winter memories, tranquil and pure","warm, tropical, colorful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Snowcore Expanded","snow core aesthetic expanded, snowfall imagery, gentle snowflakes, white blanket coverage, peaceful winter scenes, soft quiet atmosphere, crystalline beauty, cold and pure, hushed stillness, magical winter wonderland, pristine white landscapes, serene precipitation, frozen tranquility","rain, heat, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, melting, wet"
"Aesthetic | Solarpunk","Solarpunk art style, optimistic vision of the future, sustainable technology, renewable energy sources, lush and green landscapes, community and harmony with nature","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Soniccore","soniccore aesthetic, sonic imagery, sound-focused, sonic appreciation, sonic aesthetics, sonic culture, sonic lifestyle, sound-themed, sound appreciation, sound-centric, audio-focused, sonic lifestyle","silent, quiet, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Spacecore","spacecore aesthetic, cosmic exploration themes, deep space imagery, star fields and nebulas, futuristic spacecraft, celestial bodies, sci-fi romance, vast and awe-inspiring, metallic and neon accents, dreamy astronomy, infinite wonder","earthly, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Spacecore Expanded","spacecore aesthetic expanded, cosmic exploration themes, deep space imagery, star fields and nebulas, futuristic spacecraft, celestial bodies, sci-fi romance, vast and awe-inspiring, metallic and neon accents, dreamy astronomy, infinite wonder, astronaut perspectives, planetary surfaces, zero gravity, cosmic phenomena","earthly, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Spidercore","spidercore aesthetic, spider and arachnid imagery, intricate webs, gothic nature, delicate geometry, nighttime forest scenes, black and silver tones, mysterious and elegant, appreciation of arachnid beauty, silk textures, quiet predator grace","fearful, chaotic, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Spiritualitycore","spiritualitycore aesthetic, spiritual imagery, transcendence-focused, spirituality appreciation, spiritual aesthetics, spiritual culture, spiritual lifestyle, transcendence-themed, transcendence appreciation, transcendence-centric, spiritual-focused, spiritual lifestyle","materialistic, secular, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Spongecore","spongecore aesthetic, sponge imagery, porous textures, absorbent-focused, sponge appreciation, spongy aesthetics, sponge culture, spongy lifestyle, porous-themed, porosity appreciation, porosity-centric, sponge-focused","solid, nonporous, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Spookycore","spookycore aesthetic, spooky imagery, Halloween-focused, spooky appreciation, spooky aesthetics, spooky culture, spooky lifestyle, Halloween-themed, spooky appreciation, spooky-centric, Halloween-focused, spooky lifestyle","cheerful, bright, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Springcore","spring core aesthetic, springtime imagery, blooming flowers, fresh green growth, renewal and rebirth, pastel colors, gentle rain showers, awakening nature, youthful energy, new life celebration, soft breezes, hopeful atmosphere, vibrant renewal","winter, autumn, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, decay, barren"
"Aesthetic | Spritecore","spritecore aesthetic, sprite imagery, carbonated drinks, fizzy-focused, sprite appreciation, carbonated aesthetics, sprite culture, fizzy lifestyle, carbonated-themed, carbonation appreciation, carbonation-centric, sprite-focused","still, non-carbonated, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Squidcore","squidcore aesthetic, squid imagery, cephalopod-focused, squid appreciation, squid aesthetics, squid culture, squid lifestyle, cephalopod-themed, cephalopod appreciation, cephalopod-centric, squid-focused, squid lifestyle","terrestrial, land-based, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Starcore","starcore aesthetic, celestial night skies, twinkling star fields, cosmic wonder, deep indigo and silver tones, magical astronomy, dreamy constellations, romantic stargazing, ethereal glow, infinite possibility, serene and inspiring","daytime, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Starcore Expanded","starcore aesthetic expanded, celestial night skies, twinkling star fields, cosmic wonder, deep indigo and silver tones, magical astronomy, dreamy constellations, romantic stargazing, ethereal glow, infinite possibility, serene and inspiring, milky way views, meteor showers, planetary alignments, celestial navigation, astrological symbolism","daytime, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Steampunk","Steampunk art style, Victorian-era aesthetics, steam-powered machinery, brass and gears, fantastical inventions, retro-futuristic adventure","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Stonecore","stonecore aesthetic, stone imagery, rocky textures, stone-focused, stone appreciation, stony aesthetics, stone culture, stony lifestyle, rocky-themed, rock appreciation, rock-centric, stone-focused","soft, organic, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Stormcore","storm core aesthetic, stormy weather imagery, dramatic dark clouds, powerful winds, intense atmospheric energy, lightning and thunder, turbulent skies, raw nature power, dramatic tension, cleansing storm energy, awe-inspiring weather, dynamic movement, electrifying atmosphere","calm, peaceful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, serene, gentle"
"Aesthetic | Summercore","summer core aesthetic, summertime imagery, bright sunshine, lush green landscapes, warmth and vitality, vibrant colors, long days, beach and ocean vibes, energetic and playful, heat and light, abundance and growth, joyful atmosphere, peak season","winter, cold, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, snow, darkness"
"Aesthetic | Surrealism","Surrealism art style, dreamlike and irrational imagery, explores the unconscious mind, juxtaposition of unlikely elements, challenges reality and logic","signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Sweatcore","sweatcore aesthetic, sweat imagery, perspiration-focused, sweat appreciation, sweaty aesthetics, sweat culture, sweaty lifestyle, perspiration-themed, perspiration appreciation, perspiration-centric, sweat-focused, sweat lifestyle","dry, clean, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Synthwave","Synthwave art style, retro-futuristic aesthetic, vibrant neon colors, nostalgic 80s imagery, futuristic landscapes, nostalgic and atmospheric","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Tactilecore","tactilecore aesthetic, tactile imagery, touch-focused, tactile appreciation, tactile aesthetics, tactile culture, tactile lifestyle, touch-themed, touch appreciation, touch-centric, tactile-focused, tactile lifestyle","visual, sight-based, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
